,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,
word,what's,happening,water,please,water,water,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,but,like,all,the,best,soapbox,orators,major,had,prepared,his,repartee,in,advance,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,
word,pull,pints,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,yeah,just,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,at,the,�edge,of,the,eyes,are,a,pair,of,long,spines,and,these,point,downwards,at,a,steep,angle,at,very,awkward,attitude,for
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,we,do,not,drink,because,we,are,thirsty,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,oh,i,see,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,try,to,quench,your,thirst,with,a,light,fresh,white,and,you,will,drink,enough,to,put,you,on,your,back,,,,
true,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
skip, , , , , , , , , , , , , , , , , , , , , , ,,,
word,comparing,eqns,#,and,#,we,get,[formula],,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,
word,a,minute,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,it,is,sometimes,easier,to,proceed,on,the,basis,of,if,i,were,doing,the,job,this,is,how,i,would,do,it,but,this
true,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,yeah,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,i,am,also,being,careful,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,what,is,it,to,be,treatedas,a,child,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,mummy,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,i,thought,i,could,offer,a,lift,if,i,had,a,woman,with,me,someone,they,know,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,
word,how,long,did,she,live,after,the,stroke,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,
word,you're,the,only,brother,i,have,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
skip, , , , , , , ,,,,,,,,,,,,,,,,,,
word,i,dunno,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,no,no,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,yeah,i,like,this,too,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,before,he,succeeded,balfour,then,law,was,not,associated,with,any,of,the,features,that,were,to,characterize,his,party,leadership,his,contribution,was,to
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,she,looks,up,into,the,sky,in,the,direction,of,ol,doinyo,lengai,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,
word,a,considerable,amount,of,research,has,been,undertaken,to,apply,gis,methods,to,evacuation,scenarios,around,hazardous,sites,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
skip, , , , , , , , , , , , , , , , , , ,,,,,,,
word,oh,that's,a,point,,,,,,,,,,,,,,,,,,,,,
true,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,in,another,#,minutes,any,remaining,oldham,doubts,were,dispelled,,,,,,,,,,,,,,,
true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,and,i,love,baked,potatoes,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,earlier,this,year,in,my,capacity,as,chairman,of,the,thirties,society,i,asked,caithness's,successor,virginia,bottomley,to,reconsider,english,heritage's,recommendation,of,bankside
true,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,in,this,case,population,density,data,for,a,#,km,buffer,on,either,side,of,network,arcs,were,overlaid,on,the,network,itself,so,as
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,it's,a,nice,nice,thick,one,though,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
skip, , , , , , , ,,,,,,,,,,,,,,,,,,
word,i'm,just,asking,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,,,,,,,,,,,,,,,,,,,,,,
skip, , , ,,,,,,,,,,,,,,,,,,,,,,
word,oh,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,his,lordship,reached,that,decision,without,enthusiasm,because,it,seemed,that,as,a,matter,of,common,sense,notice,should,be,given,in,such,circumstances,before
true,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,and,now,for,the,first,time,he,thought,that,he,could,smell,the,north,sea,that,potent,but,half-,tang,evoking,nostalgic,memories,of,childhood
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,ah,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,you,be,home,normal,time,or,even,earlier,later,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,no,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,yeah,a,big,cake,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
skip, , , , ,,,,,,,,,,,,,,,,,,,,,
word,seven,add,seven,add,seven,is,twenty,one,,,,,,,,,,,,,,,,,
true,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
skip, , , , , , , , , ,,,,,,,,,,,,,,,,
word,the,curtain,was,a,dense,opaque,greenish-yellow,and,something,was,right,behind,it,a,shape,pressing,against,the,humped,plastic,standing,there,looking,down,at
true,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,so,in,this,case,the,different,sources,of,evidence,all,point,in,the,same,direction,whether,derived,from,a,detailed,consideration,of,the,way,the
true,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,but,i,fancied,feeling,the,long,hard,pressure,of,ocean,waves,against,our,hull,and,though,we,were,short-handed,i,reckoned,that,a,few,days
true,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,hmm,hmm,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,volks,volks,took,them,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,mm,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,but,whether,he'd,tell,us,over,the,telephone,you,think,ask,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
skip, , , , , , , , , , , ,,,,,,,,,,,,,,
word,i,thought,it,would,be,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
skip, , , , , , ,,,,,,,,,,,,,,,,,,,
word,do,you,know,that,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
skip, , , , , ,,,,,,,,,,,,,,,,,,,,
word,however,significant,resources,are,also,being,made,available,by,the,private,sector,where,there,is,no,immediate,commercial,gain,thus,ibm,uk,ltd,has,donated
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,one,of,the,region's,strangesttownlets,sits,on,those,marshes,brouage,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,that,could,work,though,it,is,easy,to,imagine,conflicts,of,interest,with,the,housing,and,planning,functions,of,the,department,,,,
true,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,
word,the,four,were,mr,cook,ken,livingstone,john,evans,and,clare,short,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,
word,she,might,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,on,impulse,and,against,his,better,judgment,he,pulled,off,his,own,mask,,,,,,,,,,,,
true,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,
word,their,books,are,usually,set,nostalgically,in,the,past,the,thirties,and,forties,are,favourite,periods,and,often,feature,the,perennial,characters,of,fairy,tales
true,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,yes,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,in,fact,many,of,the,arthropods,that,inhabit,the,water,column,have,large,globular,eyes,of,this,kind,,,,,,,
true,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,
word,can,you,raise,money,to,help,me,fend,them,off,,,,,,,,,,,,,,,
true,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,the,churches,built,on,wool,angela,lambert,enjoys,the,riches,at,the,heart,of,east,anglia,,,,,,,,,
true,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,
word,no,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,in,situations,of,this,kind,provisions,governing,access,and,format,may,exert,powerful,constraints,on,the,usethat,can,be,made,of,these,data,,
true,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,
word,it,need,hardly,be,pointed,out,that,coping,with,such,multiple,databases,on,which,modelling,is,to,be,carried,out,is,not,a,trivial,exercise
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,who,knows,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,livelier,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,he,added,pilots,are,the,ones,that,survive,,,,,,,,,,,,,,,,,
true,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,off,we,go,up,the,step,there's,a,good,girl,,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,ahead,of,him,trudging,along,on,the,left,of,the,path,was,a,little,group,of,children,the,eldest,girl,wheeling,a,pushchair,with,two
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,siege-engines,demanded,on,the,one,hand,skilled,operators,and,on,the,other,a,plentiful,supply,of,unskilled,labourers,to,move,the,necessary,materials,,
true,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,
word,giles,rang,up,his,daughter,volunteered,and,he,was,uncomfortably,reminded,by,something,in,her,voice,that,giles,hawick,was,one,of,the,men,jennifer
true,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,salt,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,why,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,that's,not,a,bad,thing,in,a,way,is,it,,,,,,,,,,,,,,,
true,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,
word,yeah,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,but,we,won't,be,going,home,we'll,be,going,to,york,,,,,,,,,,,,,,
true,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,
word,the,finales,to,both,acts,are,effectively,concerts,the,sort,of,agreeably,naff,rock'n'roll,revival,that,might,just,about,pass,muster,as,a,capital,gold
true,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skip, , , , , , , , , , , , , , , , , , , , , , , , , 
word,i'm,sorry,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
pred,0,0,,,,,,,,,,,,,,,,,,,,,,,
skip, , ,,,,,,,,,,,,,,,,,,,,,,,
word,yeah,,,,,,,,,,,,,,,,,,,,,,,,
true,0.0,,,,,,,,,,,,,,,,,,,,,,,,
pred,0,,,,,,,,,,,,,,,,,,,,,,,,
skip, ,,,,,,,,,,,,,,,,,,,,,,,,
word,english,law,distinguishes,between,the,offences,of,murder,and,manslaughter,as,we,shall,see,but,the,two,crimes,do,have,certain,common,elements,,
true,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,
pred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,
word,oh,i,see,these,are,his,stairs,,,,,,,,,,,,,,,,,,
true,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
pred,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,
word,in,their,formal,language,kahlo's,works,are,exemplary,of,certain,feminist,arguments,the,adoption,of,the,decorative,the,intimate,and,non-fine,art,mediums,reveals,the
