,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
true,B-geo,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,
word,the,bank,raised,the,money,after,reporting,first,quarter,profits,of,$,1.66,billion,",",far,more,than,expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBD,DT,NN,IN,VBG,JJ,NN,NNS,IN,$,CD,CD,",",RB,JJR,IN,VBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,B-tim,I-tim,I-tim,I-tim,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,thursday,",",the,world,bank,said,it,had,approved,$,500,million,in,aid,to,help,fight,bird,flu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,",",DT,NNP,NNP,VBD,PRP,VBD,VBN,$,CD,CD,IN,NN,TO,VB,VB,NN,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-tim,O,O,B-org,I-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,aircraft,had,disappeared,in,bad,weather,south,of,the,main,northern,city,of,mosul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBD,VBN,IN,JJ,NN,NN,IN,DT,JJ,JJ,NN,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,and,a,spokesman,for,palestinian,leader,mahmoud,abbas,says,u.s.,secretary,of,state,condoleezza,rice,called,to,stress,that,the,bush,administration,will,continue,to,support,mr.,abbas,and,his,policies,,,,,,,,,,,,,,,,,
pos,CC,DT,NN,IN,JJ,NN,NNP,NNP,VBZ,NNP,NNP,IN,NNP,NNP,NNP,VBD,TO,VB,IN,DT,NNP,NN,MD,VB,TO,VB,NNP,NNP,CC,PRP$,NNS,,,,,,,,,,,,,,,,,
true,O,O,O,O,B-gpe,O,B-per,I-per,O,B-geo,O,O,B-org,B-per,I-per,O,O,O,O,O,B-geo,O,O,O,O,O,B-per,B-geo,O,O,O,,,,,,,,,,,,,,,,,
pred,O,O,O,O,B-gpe,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-per,I-per,O,O,O,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,
word,he,said,americans,are,thankful,for,their,sacrifices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,PRP,VBD,NNS,VBP,JJ,IN,PRP$,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,B-gpe,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,B-gpe,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,nasa,says,the,crew,members,plan,to,conduct,their,second,spacewalk,in,march,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,VBZ,DT,NN,NNS,VBP,TO,VB,PRP$,JJ,NN,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,O,O,O,O,O,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,india,and,pakistan,began,a,slowly-implemented,peace,process,in,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,CC,NNP,VBD,DT,JJ,NN,NN,IN,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,B-geo,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,B-gpe,O,O,O,O,O,O,B-tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,dictatorial,regime,of,idi,amin,(,1971,-,79,),was,responsible,for,the,deaths,of,some,"3,00,000",opponents,;,guerrilla,war,and,human,rights,abuses,under,milton,obote,(,1980,-,85,),claimed,at,least,another,"1,00,000",lives,,,,,,,
pos,DT,JJ,NN,IN,NNP,NNP,LRB,CD,IN,CD,RRB,VBD,JJ,IN,DT,NNS,IN,DT,CD,NNS,;,NN,NN,CC,JJ,NNS,NNS,IN,NNP,NNP,LRB,CD,IN,CD,RRB,VBD,IN,JJS,DT,CD,NNS,,,,,,,
true,O,O,O,O,B-org,I-org,O,B-tim,I-tim,I-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,I-geo,O,B-tim,I-tim,I-tim,O,O,O,O,O,O,O,,,,,,,
pred,O,O,O,O,O,O,O,B-tim,I-tim,I-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-tim,I-tim,I-tim,O,O,O,O,O,O,O,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,
word,but,mr.,ortega,has,openly,disavowed,his,previous,marxist,policies,and,has,pledged,not,to,meddle,in,the,private,sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,CC,NNP,NNP,VBZ,RB,VBN,PRP$,JJ,JJ,NNS,CC,VBZ,VBN,RB,TO,VB,IN,DT,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,another,iraqi,shi'ite,movement,",",the,fadhila,party,",",withdrew,its,15,seats,from,the,united,iraqi,alliance,in,march,due,to,a,dispute,about,cabinet,seats,,,,,,,,,,,,,,,,,,,,,
pos,DT,JJ,NNP,NN,",",DT,NNP,NNP,",",VBD,PRP$,CD,NNS,IN,DT,NNP,JJ,NNP,IN,NNP,JJ,TO,DT,NN,IN,NNP,NNS,,,,,,,,,,,,,,,,,,,,,
true,O,B-gpe,O,O,O,O,B-geo,I-geo,O,O,O,O,O,O,O,B-org,B-gpe,O,O,B-tim,O,O,O,O,O,B-org,O,,,,,,,,,,,,,,,,,,,,,
pred,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,
word,in,the,march,2006,attack,",",a,suicide,bomber,rammed,his,car,into,a,vehicle,carrying,u.s.,diplomat,david,foy,near,the,american,consulate,in,karachi,,,,,,,,,,,,,,,,,,,,,,
pos,IN,DT,NNP,CD,NN,",",DT,NN,NN,VBD,PRP$,NN,IN,DT,NN,VBG,NNP,NN,NNP,NNP,IN,DT,JJ,NN,IN,NNP,,,,,,,,,,,,,,,,,,,,,,
true,O,O,B-tim,I-tim,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,B-per,I-per,O,O,B-gpe,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,B-tim,I-tim,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,B-gpe,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,
word,the,wall,street,journal,cites,unnamed,sources,and,says,it,is,not,yet,clear,how,other,companies,will,respond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,NNP,NNP,VBZ,JJ,NNS,CC,VBZ,PRP,VBZ,RB,RB,JJ,WRB,JJ,NNS,MD,VB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-org,I-org,I-org,I-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,later,",",he,speaks,to,an,independent,group,",",the,council,on,foreign,relations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,RB,",",PRP,VBZ,TO,DT,JJ,NN,",",DT,NNP,IN,NNP,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,B-org,O,B-org,I-org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,iranian,foreign,minister,says,the,three,american,hikers,held,in,iran,after,crossing,the,border,with,iraq,will,stand,trial,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,JJ,JJ,NN,VBZ,DT,CD,JJ,NNS,VBN,IN,NNP,IN,VBG,DT,NN,IN,NNP,MD,VB,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-gpe,O,O,O,O,O,B-gpe,O,O,O,B-geo,O,O,O,O,O,B-geo,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,B-gpe,O,O,O,O,O,B-gpe,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,on,friday,",",11,april,",",a,major,cultural,and,architectural,event,is,set,to,take,place,in,washington,:,a,massive,new,interactive,museum,complex,dedicated,to,the,profession,of,journalism,will,open,its,doors,to,the,public,,,,,,,,,
pos,IN,NNP,",",CD,NNP,",",DT,JJ,JJ,CC,JJ,NN,VBZ,VBN,TO,VB,NN,IN,NNP,IN,DT,JJ,JJ,JJ,NN,NN,VBN,TO,DT,NN,IN,NN,MD,VB,PRP$,NNS,TO,DT,NN,,,,,,,,,
true,O,B-tim,I-tim,I-tim,I-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,
pred,O,B-tim,I-tim,I-tim,I-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,
word,venezuelan,president,hugo,chavez,says,his,government,will,amend,a,controversial,new,intelligence,law,that,human,rights,groups,say,could,silence,his,critics,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNP,NNP,NNP,VBZ,PRP$,NN,MD,VB,DT,JJ,JJ,NN,NN,IN,JJ,NNS,NNS,VBP,MD,VB,PRP$,NNS,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,B-per,I-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,
word,some,"1,50,000",eligible,voters,cast,ballots,thursday,in,26,west,bank,localities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,CD,JJ,NNS,VBD,NNS,NNP,IN,CD,NNP,NNP,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-tim,O,B-tim,B-org,I-org,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-tim,I-tim,I-tim,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,mccain,is,a,member,of,president,bush,'s,republican,party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,VBZ,DT,NN,IN,NNP,NNP,POS,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-per,O,O,O,O,B-per,I-per,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,world,health,organization,is,urging,greater,cooperation,among,nations,to,tackle,the,growing,number,of,cross-border,threats,to,public,health,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NNP,NNP,NNP,VBZ,VBG,JJR,NN,IN,NNS,TO,VB,DT,VBG,NN,IN,JJ,NNS,TO,JJ,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,B-org,I-org,I-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,venezuelan,president,hugo,chavez,says,his,government,will,"""",jam,the,signal,"""",of,any,broadcasts,from,the,united,states,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNP,NNP,NNP,VBZ,PRP$,NN,MD,``,VB,DT,NN,``,IN,DT,NNS,IN,DT,NNP,NNPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,B-per,I-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-geo,I-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,mr.,putin,also,warned,european,officials,against,using,human,rights,issues,to,promote,their,own,political,interests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,RB,VBD,JJ,NNS,IN,VBG,JJ,NNS,NNS,TO,VB,PRP$,JJ,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-per,I-per,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,in,tehran,",",the,chief,of,iran,'s,revolutionary,guards,",",general,yahya,rahim,safavi,",",said,saturday,his,country,would,use,ballistic,missiles,to,defend,itself,if,attacked,,,,,,,,,,,,,,,,,,,
pos,IN,NNP,",",DT,NN,IN,NNP,POS,NNP,NNPS,",",NNP,NNP,NNP,NNP,",",VBD,NNP,PRP$,NN,MD,VB,JJ,NNS,TO,VB,PRP,IN,VBN,,,,,,,,,,,,,,,,,,,
true,O,B-tim,O,O,O,O,B-geo,O,B-geo,I-geo,O,B-org,I-org,I-org,I-org,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,
word,indian,television,images,showed,corpses,lying,on,the,soft,marshy,ground,",",many,clad,in,brightly,colored,",",but,sodden,clothes,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NN,NNS,VBD,NNS,VBG,IN,DT,JJ,NN,NN,",",JJ,NN,IN,RB,VBN,",",CC,JJ,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,u.s.,military,officials,have,not,commented,on,the,incident,",",which,the,iraqi,interior,ministry,said,occurred,late,saturday,in,an,area,known,as,the,triangle,of,death,,,,,,,,,,,,,,,,,,,,
pos,NNP,JJ,NNS,VBP,RB,VBN,IN,DT,NN,",",WDT,DT,JJ,NNP,NNP,VBD,VBD,JJ,NNP,IN,DT,NN,VBN,IN,DT,NN,IN,NN,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,O,O,O,O,O,O,O,O,O,O,B-gpe,B-org,I-org,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,
word,in,washington,this,week,",",world,bank,officials,said,it,'s,time,to,move,away,from,an,initial,"""",emergency,response,"""",to,a,new,four-year,action,agenda,,,,,,,,,,,,,,,,,,,,
pos,IN,NNP,DT,NN,",",NNP,NNP,NNS,VBD,PRP,VBZ,NN,TO,VB,RB,IN,DT,JJ,``,NN,NN,``,TO,DT,JJ,JJ,NN,NN,,,,,,,,,,,,,,,,,,,,
true,O,B-geo,O,O,O,B-org,I-org,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,
pred,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,
word,u.s.,secretary,of,state,colin,powell,says,the,election,is,a,way,for,iraqis,to,take,a,stand,against,the,insurgents,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,NNP,IN,NNP,NNP,NNP,VBZ,DT,NN,VBZ,DT,NN,IN,NNS,TO,VB,DT,NN,IN,DT,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-geo,O,O,B-org,I-org,I-org,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,palestinian,authority,president,mahmoud,abbas,did,not,immediately,name,a,replacement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNP,NNP,NNP,NNP,VBD,RB,RB,VB,DT,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-gpe,O,B-per,I-per,I-per,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,B-gpe,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,the,attack,occurred,in,nad,ali,district,of,afghanistan,'s,opium,producing,heartland,of,helmand,province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,DT,NN,VBD,IN,NNP,NNP,NN,IN,NNP,POS,NN,VBG,NN,IN,NNP,NN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,B-geo,I-geo,O,O,B-geo,O,O,O,O,O,B-geo,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,although,the,ousted,leader,submitted,his,resignation,monday,it,will,not,be,valid,until,parliament,votes,to,accept,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,IN,DT,JJ,NN,VBD,PRP$,NN,NNP,PRP,MD,RB,VB,JJ,IN,NN,NNS,TO,VB,PRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,she,told,journalists,outside,the,parliament,thursday,that,she,does,not,expect,any,problems,from,the,kyrgyz,people,",",nor,does,she,fear,prosecution,,,,,,,,,,,,,,,,,,,,,,,,
pos,PRP,VBD,NNS,IN,DT,NN,NNP,IN,PRP,VBZ,RB,VB,DT,NNS,IN,DT,JJ,NNS,",",CC,VBZ,PRP,VB,NN,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,
word,reporters,without,borders,has,expressed,shock,over,a,female,television,reporter,'s,murder,in,afghanistan,",",and,called,on,president,hamid,karzai,to,take,concrete,steps,in,support,of,press,freedom,,,,,,,,,,,,,,,,,
pos,NNPS,NNP,NNPS,VBZ,VBN,NN,IN,DT,JJ,NN,NN,POS,NN,IN,NNP,",",CC,VBD,IN,NNP,NNP,NNP,TO,VB,JJ,NNS,IN,NN,IN,NN,NN,,,,,,,,,,,,,,,,,
true,B-org,I-org,I-org,O,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,B-per,I-per,I-per,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,
word,samuels,scored,his,runs,in,267,minutes,",",facing,195,balls,with,12,fours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,NNP,VBD,PRP$,NNS,IN,CD,NNS,",",VBG,CD,NNS,IN,CD,NNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,B-per,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,B-tim,O,O,O,O,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,unknown,gunmen,also,fired,sunday,at,an,african,union,helicopter,in,darfur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pos,JJ,NNS,RB,VBD,NNP,IN,DT,NNP,NNP,NN,IN,NNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,O,O,O,O,B-tim,O,O,B-geo,I-geo,O,O,B-geo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pred,O,O,O,O,B-tim,O,O,B-gpe,O,O,O,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word,but,analysts,point,out,that,prices,were,declining,even,before,zarqawi,death,",",as,investors,reacted,to,rising,oil,inventories,in,the,united,states,and,easing,tensions,over,iran,'s,nuclear,program,,,,,,,,,,,,,,,,
pos,CC,NNS,VBP,RP,IN,NNS,VBD,VBG,RB,IN,NNP,NN,",",IN,NNS,VBD,TO,VBG,NN,NNS,IN,DT,NNP,NNPS,CC,VBG,NNS,IN,NNP,POS,JJ,NN,,,,,,,,,,,,,,,,
true,O,O,O,O,O,O,O,O,O,O,B-geo,O,O,O,O,O,O,O,O,O,O,O,B-geo,I-geo,O,O,O,O,B-geo,O,O,O,,,,,,,,,,,,,,,,
pred,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B-gpe,O,O,O,,,,,,,,,,,,,,,,
skip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,,,,,,,,,,,,,,,
